type,amount,oldbalanceOrg,newbalanceOrig,isfraud
CASH_OUT,85791,54816,64480,0
CASH_IN,46715,85779,49029,0
TRANSFER,89336,3060,21329,0
PAYMENT,26766,13731,36734,0
CASH_OUT,60400,77830,42837,0
PAYMENT,68379,20719,74354,0
TRANSFER,70831,47042,76454,0
TRANSFER,9599,49116,66786,0
DEBIT,14126,26325,4758,0
TRANSFER,73191,22597,67699,0
CASH_IN,44796,67439,82673,0
CASH_OUT,94696,14551,97639,1
DEBIT,76435,93287,21832,0
CASH_IN,30296,24278,1868,0
PAYMENT,16004,91189,50665,0
CASH_OUT,90208,15141,41862,0
TRANSFER,26649,67913,19728,0
CASH_OUT,17215,33615,93565,0
PAYMENT,56687,62751,39857,1
DEBIT,32940,27452,28183,0
DEBIT,73323,22725,88321,0
DEBIT,93861,50391,18940,0
TRANSFER,92519,75060,5280,0
CASH_IN,18326,11698,2164,0
CASH_IN,27314,86711,92724,0
CASH_OUT,96068,77850,79624,0
TRANSFER,87886,2365,18405,0
DEBIT,85376,97553,2821,0
DEBIT,13413,97662,55090,0
PAYMENT,80062,43372,22516,0
PAYMENT,84637,44134,10473,0
DEBIT,73505,37823,46454,0
DEBIT,31942,71158,42530,0
TRANSFER,96100,96076,77714,0
CASH_IN,36711,1949,92554,0
PAYMENT,3395,49396,82633,0
CASH_IN,99236,31912,79632,0
TRANSFER,57251,56947,69081,0
DEBIT,10377,97697,24798,1
CASH_IN,65040,44387,863,0
DEBIT,46515,63965,16148,0
DEBIT,33342,16508,86545,0
CASH_OUT,85188,45592,54459,0
CASH_IN,76335,1919,83345,0
CASH_IN,35278,42595,84224,0
DEBIT,86496,9617,66189,0
TRANSFER,25573,75268,8129,0
CASH_OUT,36414,33298,91954,1
DEBIT,55192,6929,23118,1
PAYMENT,33001,14456,443,0
PAYMENT,47673,86676,27041,0
CASH_OUT,65896,83721,89379,0
TRANSFER,83858,37924,21053,0
DEBIT,24137,24240,96384,0
CASH_IN,57702,87381,37204,1
CASH_OUT,94399,9228,42240,0
TRANSFER,37510,21686,93749,0
CASH_IN,33795,11920,61102,0
PAYMENT,84156,7432,8291,0
PAYMENT,89136,63575,16285,0
CASH_IN,94989,71725,92422,0
CASH_OUT,48007,93575,61589,0
PAYMENT,7180,33910,13944,1
DEBIT,13313,30226,88876,0
CASH_IN,71753,73150,95561,0
CASH_IN,77862,59099,54391,0
PAYMENT,35197,86760,1607,0
CASH_OUT,65044,18013,2953,0
DEBIT,71786,21446,44941,0
CASH_OUT,1903,70375,71469,0
TRANSFER,13763,62509,76922,0
TRANSFER,38100,95739,61683,0
PAYMENT,64932,557,70218,0
PAYMENT,76778,30666,11154,0
PAYMENT,59422,37389,9047,0
TRANSFER,56040,47700,88529,0
CASH_OUT,17519,99143,75874,0
CASH_OUT,68663,24578,14323,0
PAYMENT,36939,74779,37693,0
DEBIT,48301,9596,58730,0
CASH_OUT,4052,57500,89170,0
TRANSFER,62584,72534,26292,0
CASH_IN,37211,10129,45111,0
CASH_IN,92292,63394,75453,0
CASH_IN,14026,66046,75681,0
DEBIT,25032,11596,95253,0
PAYMENT,27948,65355,39491,0
TRANSFER,43688,12974,49336,0
DEBIT,61730,66673,16905,0
TRANSFER,56815,93433,30273,0
TRANSFER,74333,70202,26234,0
PAYMENT,1996,74442,78885,0
CASH_IN,76488,21818,66538,0
PAYMENT,83004,43246,32573,0
DEBIT,12171,55598,93339,0
DEBIT,20699,2654,64320,0
DEBIT,94709,33758,11330,0
PAYMENT,60934,24204,92040,0
TRANSFER,99283,34928,80516,0
TRANSFER,74318,53609,72553,1
CASH_OUT,63755,30552,41353,0
DEBIT,1221,10336,16011,0
TRANSFER,239,47037,83537,0
CASH_OUT,48552,16206,60985,0
TRANSFER,14355,34831,17044,0
DEBIT,31829,43563,38292,0
CASH_IN,47789,18361,5250,0
DEBIT,82431,41335,23289,0
PAYMENT,92254,74469,33087,0
TRANSFER,65594,25816,75952,0
TRANSFER,19960,15619,90695,1
PAYMENT,15183,92479,36368,0
PAYMENT,58042,26819,70815,0
CASH_IN,99283,11741,90693,0
TRANSFER,28046,8798,61040,0
TRANSFER,71366,25143,58900,0
CASH_IN,14302,49695,15494,0
CASH_OUT,3062,32747,45166,0
CASH_IN,44387,99187,91110,0
DEBIT,89327,21182,25333,0
TRANSFER,67848,9415,33050,0
PAYMENT,67829,11085,97799,0
DEBIT,15630,15008,98075,0
TRANSFER,30471,87638,79566,0
CASH_IN,20760,18452,88257,0
DEBIT,98436,64075,48070,0
TRANSFER,88729,8120,5166,0
CASH_OUT,9482,64385,7121,0
CASH_OUT,69273,73356,14677,0
PAYMENT,57612,18170,56561,0
TRANSFER,25533,16259,96777,1
CASH_OUT,30776,22099,81909,0
CASH_IN,66070,9649,87409,0
TRANSFER,9089,95791,37664,0
CASH_IN,8409,59258,1293,0
CASH_IN,60736,41037,22443,0
CASH_OUT,92916,11805,49212,0
TRANSFER,16542,43147,84131,0
DEBIT,82367,74280,75276,0
CASH_OUT,43172,46053,12559,0
CASH_OUT,3759,97841,65231,0
TRANSFER,11363,91393,39044,0
TRANSFER,28487,76215,21747,0
CASH_IN,24580,95365,73509,0
TRANSFER,86383,10985,80869,0
CASH_IN,11447,93823,30129,0
CASH_OUT,38114,12391,37,0
PAYMENT,63380,4861,97847,0
DEBIT,4561,63582,48503,0
CASH_OUT,68369,51928,28207,0
TRANSFER,54890,34364,33241,0
DEBIT,12926,82399,58,0
PAYMENT,80713,97035,68172,0
PAYMENT,41455,93330,96171,0
CASH_IN,47646,42923,14834,0
DEBIT,73937,7919,81113,0
CASH_IN,78204,55896,27190,0
CASH_OUT,29695,85818,72832,0
DEBIT,51144,47396,21383,0
CASH_OUT,88926,34840,24660,0
CASH_IN,94465,42255,2674,0
DEBIT,67857,71160,22820,0
CASH_IN,40003,99242,85040,0
DEBIT,44343,8176,25666,0
CASH_IN,58875,33529,43794,0
PAYMENT,79106,56406,2076,0
CASH_IN,49766,12941,64854,1
PAYMENT,61202,1669,52342,0
CASH_IN,60696,85782,37555,0
DEBIT,48743,44859,55208,0
DEBIT,26003,55786,32406,0
DEBIT,30502,51083,61572,0
TRANSFER,20991,40076,40262,0
CASH_OUT,24153,20323,91320,0
DEBIT,77613,99430,86661,0
PAYMENT,89462,6021,23216,0
DEBIT,60287,39807,68117,0
TRANSFER,50000,50355,81136,0
PAYMENT,62898,44732,30284,0
TRANSFER,69361,8711,20171,1
PAYMENT,97382,63079,90627,0
CASH_IN,50009,7904,14333,0
CASH_OUT,70319,64033,30535,0
CASH_OUT,12456,86478,89023,0
TRANSFER,30743,89787,75940,0
CASH_OUT,76010,55096,33700,0
TRANSFER,48642,90594,83583,0
TRANSFER,21586,3093,41516,0
TRANSFER,3330,24918,15577,0
CASH_OUT,10760,72743,89834,0
TRANSFER,53473,62636,15015,0
CASH_OUT,26582,58806,91104,0
TRANSFER,17958,9394,91740,0
DEBIT,38836,92510,97284,0
TRANSFER,89061,93708,91803,0
PAYMENT,27877,97819,21236,0
TRANSFER,60241,13280,98151,0
CASH_IN,66272,36303,66640,1
TRANSFER,91366,27453,83190,0
PAYMENT,72243,60695,45704,1
PAYMENT,44688,68449,42369,0
CASH_OUT,12973,25765,3646,0
DEBIT,64370,2340,87007,0
TRANSFER,49444,91715,25906,0
CASH_OUT,66627,93409,86643,0
DEBIT,20279,38057,47728,0
TRANSFER,76322,597,14878,0
CASH_IN,97362,57988,9145,0
TRANSFER,79742,94655,88578,0
PAYMENT,81504,15025,18226,0
PAYMENT,88915,7145,2802,0
CASH_IN,77235,55797,24119,0
CASH_OUT,82877,41723,63560,0
DEBIT,37538,73230,57353,0
TRANSFER,78982,4830,92721,0
PAYMENT,65612,23930,62126,0
CASH_OUT,96271,23752,71641,0
CASH_IN,90758,76025,51712,0
PAYMENT,33342,98228,52189,0
CASH_IN,90947,81304,57784,0
TRANSFER,78939,62040,68285,0
DEBIT,69216,67696,42949,0
PAYMENT,91147,64648,34129,0
PAYMENT,2261,55030,24512,0
TRANSFER,45727,56815,79031,0
CASH_OUT,99118,85669,63554,0
DEBIT,27037,35690,2064,0
PAYMENT,97392,88406,95614,0
DEBIT,86561,90032,51567,0
PAYMENT,9593,57923,30011,0
DEBIT,50397,36572,71152,0
CASH_IN,23114,54030,73511,0
PAYMENT,12234,67904,10960,0
DEBIT,60634,29203,93528,0
CASH_OUT,56068,77088,58920,0
CASH_IN,96382,5608,21387,0
CASH_IN,29309,45667,15324,0
CASH_OUT,78582,55547,63960,0
DEBIT,85479,22485,71779,0
TRANSFER,77938,9862,32628,0
CASH_OUT,73484,75948,75096,0
DEBIT,4151,86890,47452,1
CASH_OUT,23360,71880,41098,0
CASH_OUT,75092,57560,70459,1
PAYMENT,70881,83529,39235,0
DEBIT,5087,94218,86861,0
TRANSFER,46025,28415,27949,0
PAYMENT,71157,64523,22821,0
CASH_OUT,59190,19323,71612,0
CASH_OUT,40867,53214,22032,0
CASH_OUT,59850,17997,73537,0
DEBIT,59912,57003,15303,0
DEBIT,5587,3679,81993,0
PAYMENT,20012,95025,12303,0
TRANSFER,50721,40308,50701,0
PAYMENT,39461,75024,50511,0
CASH_IN,99821,39842,80664,0
CASH_OUT,49113,65408,18280,0
CASH_OUT,28657,69532,39427,0
CASH_OUT,34841,53938,97180,0
PAYMENT,96508,5695,6967,1
PAYMENT,95129,95740,6661,0
CASH_OUT,66840,58499,77952,0
PAYMENT,80642,23382,66046,0
DEBIT,36843,14235,35200,0
DEBIT,92874,62223,67442,0
PAYMENT,24408,2366,61671,0
CASH_OUT,61564,27467,91070,0
PAYMENT,50765,59316,58168,0
PAYMENT,17716,6764,48322,0
PAYMENT,22350,90896,81984,0
CASH_IN,65004,61836,37696,0
DEBIT,63894,31923,70246,0
TRANSFER,84371,95711,38892,0
TRANSFER,17492,16292,15583,0
CASH_IN,54235,1614,82720,0
PAYMENT,58859,20939,55215,0
CASH_IN,74864,18800,24853,0
CASH_IN,41266,56440,6109,0
CASH_OUT,81120,23246,59757,0
DEBIT,14660,52805,6659,0
TRANSFER,46128,49648,1238,0
PAYMENT,28940,56851,15064,0
TRANSFER,85717,31688,31115,0
TRANSFER,11811,93498,31952,0
DEBIT,51370,29764,5620,0
TRANSFER,87918,32470,99790,0
TRANSFER,16569,38501,44258,0
CASH_IN,32344,57207,4470,0
DEBIT,13298,62157,22003,0
CASH_OUT,22408,3216,27571,0
PAYMENT,76240,22072,24668,0
TRANSFER,12201,93778,77259,0
PAYMENT,18061,37132,96576,0
CASH_OUT,61725,17861,32046,0
PAYMENT,10747,64186,70977,0
CASH_OUT,65150,4960,77255,0
CASH_IN,25261,18781,5397,0
TRANSFER,50985,31126,99925,0
CASH_OUT,5157,22578,83481,1
PAYMENT,50518,17883,22233,0
TRANSFER,52234,29782,83336,0
CASH_IN,19653,56387,60308,0
TRANSFER,38977,16979,69726,0
CASH_OUT,98860,33746,63219,0
CASH_IN,40743,66266,1130,0
PAYMENT,84013,56,14071,0
CASH_IN,34818,31457,85517,0
CASH_IN,67298,2243,2118,0
DEBIT,58969,55031,663,0
CASH_IN,1859,1701,62408,0
CASH_IN,68188,56381,51786,0
TRANSFER,67146,50438,81271,0
PAYMENT,60750,73839,19158,0
TRANSFER,86332,80636,31087,0
TRANSFER,44575,66483,88114,0
CASH_OUT,20193,20505,53121,0
TRANSFER,1142,6553,19874,0
DEBIT,38269,33525,83443,0
DEBIT,96622,80402,40821,0
CASH_OUT,63678,96008,60582,0
PAYMENT,38573,44348,22787,0
PAYMENT,92237,71187,64703,0
TRANSFER,10941,7273,21705,0
TRANSFER,73179,64236,69381,0
TRANSFER,50649,75569,44653,0
PAYMENT,58911,3535,82018,0
CASH_IN,1054,18677,91626,0
DEBIT,46701,83024,86217,0
CASH_IN,24373,908,32252,0
CASH_IN,46704,70153,73332,1
PAYMENT,1592,95967,72799,0
CASH_IN,79920,88989,62185,1
CASH_OUT,66854,35079,78313,0
TRANSFER,21311,81556,41538,0
CASH_OUT,74339,49323,20343,0
DEBIT,1630,45320,80398,0
TRANSFER,62234,92098,41232,0
CASH_IN,56665,89909,53106,0
DEBIT,95429,46105,81227,0
TRANSFER,37544,30164,53079,0
CASH_IN,39400,1885,25028,0
CASH_OUT,71639,57819,42135,0
TRANSFER,55866,1049,31066,0
CASH_IN,49262,53281,98717,0
CASH_OUT,55819,43271,83470,0
DEBIT,22269,66697,20910,0
DEBIT,20665,66351,7141,0
DEBIT,33015,36534,45950,0
DEBIT,31639,93034,55723,0
PAYMENT,23620,58097,16225,0
TRANSFER,57194,53813,87123,0
TRANSFER,21612,25037,32959,0
PAYMENT,85955,36007,49192,0
CASH_IN,11120,79478,79711,0
CASH_IN,6083,27278,10051,0
DEBIT,80828,8272,71428,0
CASH_OUT,10205,57183,3449,0
CASH_IN,1547,99173,41095,0
CASH_OUT,17148,38294,77929,0
TRANSFER,44338,73277,29190,0
CASH_OUT,46212,62509,97069,0
TRANSFER,40174,4694,26141,0
PAYMENT,89753,95842,23908,0
PAYMENT,54669,58150,32322,0
DEBIT,86165,67470,50710,0
CASH_IN,49702,21556,14012,0
DEBIT,24855,64471,34889,0
TRANSFER,89856,49855,17412,0
DEBIT,30572,49086,96150,0
CASH_OUT,28046,18907,24657,0
TRANSFER,60762,71695,5656,0
PAYMENT,74243,48487,8967,0
CASH_IN,83059,29158,84958,1
TRANSFER,68691,20293,15764,0
TRANSFER,27828,45761,15873,0
CASH_OUT,30554,99468,94485,0
CASH_IN,62542,33387,51030,0
PAYMENT,78646,40750,67807,0
TRANSFER,57715,68602,1607,0
TRANSFER,20114,21256,19523,0
CASH_OUT,69613,5594,48447,0
DEBIT,59035,2460,49757,0
PAYMENT,96274,72356,93526,0
CASH_IN,32327,54698,69201,0
TRANSFER,31426,16191,81844,0
TRANSFER,42022,84631,71388,0
PAYMENT,68055,10529,5462,0
DEBIT,21410,32175,31795,0
TRANSFER,48280,17675,69806,0
PAYMENT,72079,43158,48465,1
CASH_OUT,49843,46798,61109,0
DEBIT,63654,70910,90027,0
CASH_IN,80216,25976,50528,0
TRANSFER,69478,63116,36230,0
PAYMENT,59483,78678,48242,0
CASH_OUT,45819,62821,65883,0
CASH_IN,38338,12204,98366,1
PAYMENT,36794,55665,1783,0
PAYMENT,23733,7394,28390,0
CASH_IN,60656,64814,8417,0
CASH_OUT,66265,33593,72102,0
CASH_OUT,84,41964,17426,0
DEBIT,26508,77188,30750,0
TRANSFER,65532,99276,58188,0
CASH_IN,96891,53365,10872,0
CASH_IN,20551,443,94231,0
CASH_IN,45939,89439,48086,0
CASH_OUT,26038,99058,66770,0
TRANSFER,29555,28180,94368,0
DEBIT,79579,48791,83514,0
PAYMENT,31683,86655,88177,0
PAYMENT,30984,75899,92663,1
CASH_IN,58909,43665,34720,0
TRANSFER,23107,97077,18079,0
CASH_OUT,93154,3465,17338,0
TRANSFER,64834,68247,3291,0
TRANSFER,23535,51559,74084,0
CASH_OUT,57814,25198,99272,0
CASH_IN,15053,54740,49393,1
TRANSFER,41856,22488,93558,0
PAYMENT,77271,38515,69770,0
CASH_OUT,50237,89144,26720,0
DEBIT,53038,27898,13368,0
CASH_IN,37393,1919,54313,0
CASH_OUT,29493,50070,47969,0
DEBIT,7275,62613,48838,0
DEBIT,22773,96707,8734,0
TRANSFER,75662,86135,99329,0
TRANSFER,15743,82501,12197,0
TRANSFER,91048,47003,68895,0
CASH_OUT,37430,48478,56831,0
CASH_OUT,9257,14434,58073,0
CASH_IN,23850,46246,72925,0
TRANSFER,65159,36649,80488,0
DEBIT,21068,59030,94611,0
PAYMENT,34939,53061,84475,0
CASH_IN,84181,1999,50302,0
CASH_OUT,91174,14849,15624,0
CASH_IN,31372,76439,67271,0
CASH_IN,86499,52800,24315,0
CASH_IN,84674,5445,17422,0
CASH_IN,47366,18040,39137,0
PAYMENT,77607,64315,72663,0
TRANSFER,6051,246,48232,0
DEBIT,78219,31153,78142,0
CASH_IN,61964,5212,32743,0
CASH_IN,61879,3339,99546,1
CASH_IN,21069,88678,15636,0
TRANSFER,99874,56238,90884,0
CASH_OUT,44732,19394,10108,0
CASH_OUT,17558,53871,73634,1
PAYMENT,15088,77722,36180,0
CASH_OUT,5429,34607,18883,0
CASH_IN,35500,52055,44400,0
CASH_IN,76096,4395,45999,0
CASH_IN,58770,15290,47951,0
PAYMENT,30347,87687,7160,0
CASH_IN,1478,65078,55262,0
CASH_OUT,24319,3691,19929,0
TRANSFER,66354,7470,83133,0
TRANSFER,90293,3841,11123,0
DEBIT,72265,63197,28357,0
CASH_OUT,81909,55773,70496,1
CASH_IN,28728,17776,33556,0
TRANSFER,94347,71596,83791,0
CASH_OUT,37851,27584,61934,0
TRANSFER,73558,4300,78886,0
CASH_IN,83575,3338,30881,0
TRANSFER,46670,62601,18409,0
DEBIT,50291,5487,55416,0
DEBIT,777,36282,98171,0
TRANSFER,3905,95065,67982,0
CASH_OUT,58036,95798,30657,0
CASH_OUT,42978,76816,86743,0
CASH_OUT,40107,28804,48951,0
TRANSFER,15342,9915,8752,0
CASH_OUT,14631,11158,13440,0
CASH_IN,76880,74157,44864,0
DEBIT,18184,10547,49691,0
CASH_IN,99199,88713,72035,0
CASH_OUT,40512,2459,86675,0
CASH_IN,36684,28768,80303,0
CASH_OUT,37270,63146,22343,0
TRANSFER,42508,50870,93248,0
CASH_IN,67619,50460,19673,0
TRANSFER,49474,82970,59954,0
TRANSFER,71815,60817,54698,0
PAYMENT,64929,38247,95024,0
CASH_OUT,54479,15419,26520,1
DEBIT,17204,35577,15784,0
CASH_OUT,26821,2921,38079,0
DEBIT,72387,4676,44220,0
CASH_OUT,43733,85961,20491,0
TRANSFER,75245,49684,48720,0
CASH_IN,76308,13463,14718,0
CASH_IN,59248,25474,35597,0
PAYMENT,2157,40935,61217,0
DEBIT,98929,67005,98351,0
DEBIT,99261,58596,26832,0
DEBIT,38455,72828,54818,0
TRANSFER,53813,90945,97398,0
DEBIT,61118,89062,12864,0
CASH_IN,2023,55152,88378,0
TRANSFER,85627,89001,8177,0
CASH_OUT,82420,96491,46115,0
DEBIT,53512,92321,56210,0
DEBIT,37765,86569,51954,0
CASH_OUT,8743,72467,11844,0
DEBIT,9489,52576,74130,0
CASH_OUT,75371,66627,13418,0
TRANSFER,21314,25772,34854,0
CASH_IN,35704,16363,88644,0
CASH_OUT,81181,28490,75955,0
PAYMENT,86306,59004,88075,0
CASH_OUT,9500,53806,43950,0
DEBIT,21262,260,65227,1
TRANSFER,6872,75992,12835,0
TRANSFER,69969,22320,17533,0
CASH_OUT,10460,78971,95051,0
CASH_IN,56032,42145,87858,0
PAYMENT,62001,63688,10223,0
TRANSFER,40937,48581,10273,0
DEBIT,88100,92561,33519,0
DEBIT,49863,93645,24160,0
CASH_IN,31836,20754,74385,0
TRANSFER,42889,69837,91192,0
CASH_OUT,57275,7207,48988,0
DEBIT,72371,27920,10348,0
CASH_IN,78000,87739,83460,0
TRANSFER,89797,87081,67519,0
TRANSFER,86194,24016,90426,0
TRANSFER,40746,96634,14629,0
TRANSFER,24540,60522,49056,0
TRANSFER,78062,74092,11273,0
DEBIT,47068,54068,97275,0
CASH_IN,74104,20102,40416,0
TRANSFER,74265,1924,7894,0
PAYMENT,4896,85015,46073,0
PAYMENT,93731,54333,45693,0
CASH_IN,37397,84458,51466,0
CASH_OUT,21585,84196,24343,0
CASH_OUT,39653,46099,43095,0
CASH_OUT,10110,57346,31174,0
PAYMENT,60366,75481,50801,0
CASH_OUT,7866,50062,72436,0
DEBIT,38179,306,69336,0
TRANSFER,28814,88495,42926,0
PAYMENT,35800,69767,72590,0
CASH_IN,30998,12207,38827,0
CASH_IN,76458,39426,44775,0
TRANSFER,38516,6336,41201,1
PAYMENT,87914,75166,29373,0
CASH_OUT,67316,17256,27525,0
CASH_OUT,12315,99445,72651,0
DEBIT,9979,49817,96643,0
DEBIT,12414,33719,30486,0
CASH_OUT,8999,42017,78604,0
CASH_IN,65315,45704,18640,1
CASH_IN,35993,30013,97694,0
DEBIT,39472,79991,61455,0
TRANSFER,19370,70258,36136,0
CASH_OUT,85667,78348,62425,0
DEBIT,26297,95812,56539,0
DEBIT,65482,36776,81664,0
CASH_OUT,61323,10060,24942,0
CASH_OUT,34170,78592,68363,0
CASH_IN,6799,6655,58596,0
TRANSFER,27191,88110,81526,0
TRANSFER,14395,49923,35255,0
CASH_OUT,82607,78563,62129,0
PAYMENT,65651,4030,85523,0
DEBIT,44257,89779,62286,0
DEBIT,86683,33289,86437,0
CASH_OUT,5554,19739,16277,0
PAYMENT,13285,99704,1643,0
CASH_IN,63258,61687,23729,0
CASH_OUT,34560,36491,86623,0
CASH_OUT,53703,95549,21818,0
DEBIT,19651,72115,65555,0
CASH_OUT,71759,83778,98979,0
CASH_OUT,80031,4781,53629,0
CASH_OUT,15615,20448,55438,0
DEBIT,50723,51550,9457,0
CASH_IN,20400,49294,59629,0
CASH_IN,75413,21446,33922,0
CASH_OUT,58476,76579,9820,0
DEBIT,3991,85389,32750,0
CASH_IN,9503,85615,37790,0
CASH_IN,71228,17101,88405,0
CASH_IN,71328,66178,34421,0
DEBIT,95345,28016,68038,0
DEBIT,16994,18932,82201,0
CASH_OUT,22770,44653,62325,0
TRANSFER,91539,90481,25600,0
CASH_IN,1534,52802,29394,0
TRANSFER,49412,7549,79622,0
DEBIT,91666,78933,36171,0
DEBIT,65624,25362,99539,0
DEBIT,35901,47842,61526,0
TRANSFER,91019,46539,13149,0
DEBIT,39842,33717,30394,0
CASH_OUT,45846,54596,14396,0
DEBIT,73963,23016,23324,0
PAYMENT,13372,55200,47198,0
TRANSFER,66755,80268,82705,0
PAYMENT,37931,60287,91779,0
DEBIT,70444,92447,31016,0
CASH_OUT,18572,83402,3194,0
CASH_IN,64520,42607,32398,0
DEBIT,76417,27621,4789,0
CASH_OUT,7620,12823,85695,0
TRANSFER,92928,29986,64967,0
PAYMENT,15801,64325,61134,0
PAYMENT,58057,57771,70886,0
PAYMENT,67916,54973,98837,0
TRANSFER,19675,14690,24977,0
CASH_OUT,70256,39107,129,0
TRANSFER,65874,57888,59683,0
PAYMENT,46461,10956,45331,0
DEBIT,86158,86839,34626,0
CASH_IN,45900,56227,48503,0
TRANSFER,6804,36533,27549,0
TRANSFER,32898,95210,12342,0
CASH_OUT,6759,56234,36417,0
CASH_OUT,46541,67594,76514,0
TRANSFER,20618,56901,52249,0
PAYMENT,80996,11519,52664,0
CASH_IN,69221,31115,8833,0
CASH_OUT,84006,66266,60658,0
PAYMENT,56027,1832,99027,0
DEBIT,57686,41368,29473,0
CASH_OUT,11570,88425,737,0
PAYMENT,54411,69715,94965,1
PAYMENT,50478,71835,46647,0
CASH_IN,32473,73366,64054,0
CASH_IN,31673,37570,1299,1
DEBIT,68716,87977,63281,0
PAYMENT,58783,6615,65875,0
PAYMENT,33133,72298,32920,0
CASH_IN,94356,38311,54836,0
CASH_OUT,9728,90245,42381,0
CASH_OUT,62647,23434,84971,0
TRANSFER,38,86879,98730,0
CASH_IN,62380,15739,56298,0
TRANSFER,47609,66202,24509,0
CASH_IN,17407,98580,42095,0
DEBIT,45416,93419,51524,0
PAYMENT,47667,79599,66909,0
DEBIT,67570,33649,72618,1
CASH_IN,13513,47445,25532,0
PAYMENT,54953,39470,60285,1
CASH_OUT,75849,74965,18866,0
CASH_OUT,82684,48621,7593,0
TRANSFER,25355,32926,9495,0
CASH_IN,50400,37997,7837,0
CASH_IN,95051,59940,76708,0
CASH_OUT,59567,40724,18680,0
DEBIT,65064,97805,55476,0
PAYMENT,1916,31704,30346,0
DEBIT,40177,28391,23412,0
DEBIT,7971,63291,88399,0
CASH_OUT,26150,89723,30804,0
CASH_OUT,58711,2526,65206,0
CASH_OUT,77577,24686,10934,0
TRANSFER,80674,73339,30723,0
DEBIT,81209,98204,20405,0
CASH_IN,99774,6574,18748,0
PAYMENT,81228,8733,70766,0
TRANSFER,80739,50290,46413,0
CASH_IN,28571,72793,22354,0
DEBIT,50578,36051,74490,0
CASH_OUT,73312,15909,88675,0
DEBIT,95390,89682,17388,0
PAYMENT,94978,77338,36523,0
TRANSFER,29514,73432,57693,0
TRANSFER,37156,28133,35732,0
PAYMENT,40307,51571,41646,0
CASH_IN,86404,79062,21021,0
CASH_IN,68617,50908,93238,0
TRANSFER,16949,11278,52776,0
TRANSFER,90477,51458,19116,0
CASH_OUT,50725,64265,72009,0
CASH_IN,44470,56782,88271,0
PAYMENT,66586,55415,99997,0
CASH_IN,68232,91087,76620,0
CASH_OUT,12676,54160,44771,0
TRANSFER,62129,54399,28756,0
TRANSFER,35331,25298,82604,0
CASH_OUT,1789,22191,94452,0
PAYMENT,13196,56964,2919,0
TRANSFER,16469,33092,23550,0
DEBIT,86256,89407,36524,0
TRANSFER,87765,75257,54606,0
DEBIT,5067,62513,68819,0
CASH_OUT,60673,51097,70227,0
CASH_OUT,18743,30279,23212,0
TRANSFER,19167,14404,40118,1
CASH_IN,35040,70022,28602,0
DEBIT,19623,35198,17540,1
PAYMENT,83038,94223,35829,0
TRANSFER,86292,49997,56309,0
PAYMENT,5198,78692,65403,0
TRANSFER,29690,567,71455,0
CASH_IN,60129,61032,22277,0
CASH_IN,74410,2179,59673,0
CASH_IN,55728,2019,17676,0
CASH_IN,36455,81455,42844,0
CASH_OUT,5806,85239,64708,0
CASH_OUT,47228,18704,9752,0
DEBIT,39141,18030,81548,0
PAYMENT,8133,69445,74711,0
TRANSFER,8232,73551,40670,0
TRANSFER,24084,3420,67603,0
CASH_OUT,29835,59875,31478,0
TRANSFER,36849,47653,26439,0
CASH_OUT,68332,16740,34747,0
DEBIT,56331,65263,29810,0
PAYMENT,99184,95864,18302,0
DEBIT,25998,64559,66236,0
CASH_IN,35517,19465,64467,0
CASH_IN,99254,51432,34841,0
CASH_IN,98654,4131,44713,0
DEBIT,95261,10652,49546,0
TRANSFER,23816,64973,3048,0
PAYMENT,36911,87043,33290,0
CASH_IN,17053,47147,58906,0
CASH_IN,75771,47671,76637,0
CASH_IN,9762,89342,29778,0
PAYMENT,69003,19171,27425,0
CASH_IN,42626,86129,83388,1
PAYMENT,52137,55692,90036,0
CASH_IN,74787,58541,58176,0
DEBIT,463,9470,12674,0
DEBIT,75442,61344,62402,0
PAYMENT,87372,44308,88731,0
DEBIT,10986,50639,89907,0
PAYMENT,99132,21326,33053,0
DEBIT,70414,4597,11957,0
DEBIT,81942,30788,72644,0
PAYMENT,97180,65020,53616,0
TRANSFER,77717,49477,17829,0
DEBIT,89657,33071,5837,0
CASH_IN,33698,70603,64141,0
TRANSFER,86850,61923,15032,0
PAYMENT,93799,70560,99770,0
TRANSFER,96526,73251,26352,0
CASH_OUT,2027,57492,30215,0
CASH_OUT,7967,31770,56319,0
DEBIT,4802,76762,74642,1
DEBIT,55992,35399,41247,0
CASH_IN,13247,78948,94302,0
TRANSFER,51596,57439,43048,0
CASH_OUT,81797,44415,75532,0
DEBIT,19262,12569,66714,1
TRANSFER,10717,2369,35319,0
DEBIT,34216,97557,16025,0
DEBIT,94286,528,9780,0
CASH_OUT,3553,30314,22706,0
CASH_OUT,44145,18047,42916,0
DEBIT,35041,19748,75503,0
PAYMENT,42939,35109,30856,0
DEBIT,65757,13919,9179,1
DEBIT,57861,47498,38623,0
CASH_IN,55321,55808,17587,0
CASH_IN,65877,80792,23733,0
CASH_IN,88790,70441,88306,0
PAYMENT,57206,74420,99423,0
PAYMENT,73715,28906,3975,0
DEBIT,57904,71486,78455,0
CASH_IN,87650,66896,75138,0
PAYMENT,14601,21946,45463,0
CASH_OUT,97257,47020,99596,0
DEBIT,48903,74266,42154,0
TRANSFER,737,22161,75676,0
DEBIT,21369,27738,86706,0
TRANSFER,43832,3925,28830,0
